,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,100,5,95.0,99.0,90.0,0.05
1,100,5,95.0,99.0,91.0,0.05
2,100,5,95.0,99.0,92.0,0.05
3,100,5,95.0,99.0,93.0,0.07500000000000001
4,100,5,95.0,99.0,94.0,0.08750000000000001
5,100,5,95.0,99.0,95.0,0.1125
6,100,5,95.0,99.0,96.0,0.1375
7,100,5,95.0,99.0,97.0,0.15
8,100,5,95.0,99.0,98.0,0.1875
9,100,5,95.0,99.0,99.0,0.25
10,100,5,95.0,99.0,99.5,0.2875
11,100,5,95.0,99.0,99.99,0.5314699999999902
