,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,75,10,95.0,99.0,90.0,0.025
1,75,10,95.0,99.0,91.0,0.025
2,75,10,95.0,99.0,92.0,0.037500000000000006
3,75,10,95.0,99.0,93.0,0.07500000000000001
4,75,10,95.0,99.0,94.0,0.1
5,75,10,95.0,99.0,95.0,0.15
6,75,10,95.0,99.0,96.0,0.2
7,75,10,95.0,99.0,97.0,0.23750000000000002
8,75,10,95.0,99.0,98.0,0.2625
9,75,10,95.0,99.0,99.0,0.3375
10,75,10,95.0,99.0,99.5,0.3625
11,75,10,95.0,99.0,99.99,0.4939762499999915
