,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,100,10,95.0,99.0,90.0,0.037500000000000006
1,100,10,95.0,99.0,91.0,0.037500000000000006
2,100,10,95.0,99.0,92.0,0.0625
3,100,10,95.0,99.0,93.0,0.0625
4,100,10,95.0,99.0,94.0,0.10199999999999818
5,100,10,95.0,99.0,95.0,0.1375
6,100,10,95.0,99.0,96.0,0.15
7,100,10,95.0,99.0,97.0,0.1875
8,100,10,95.0,99.0,98.0,0.225
9,100,10,95.0,99.0,99.0,0.2625
10,100,10,95.0,99.0,99.5,0.275
11,100,10,95.0,99.0,99.99,0.4064824999999928
