,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,75,5,95.0,99.0,90.0,0.037500000000000006
1,75,5,95.0,99.0,91.0,0.037500000000000006
2,75,5,95.0,99.0,92.0,0.0625
3,75,5,95.0,99.0,93.0,0.0875
4,75,5,95.0,99.0,94.0,0.11249999999999999
5,75,5,95.0,99.0,95.0,0.15
6,75,5,95.0,99.0,96.0,0.17500000000000002
7,75,5,95.0,99.0,97.0,0.1875
8,75,5,95.0,99.0,98.0,0.2125
9,75,5,95.0,99.0,99.0,0.275
10,75,5,95.0,99.0,99.5,0.325
11,75,5,95.0,99.0,99.99,0.46293249999994257
