,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,50,5,95.0,99.0,90.0,0.037500000000000006
1,50,5,95.0,99.0,91.0,0.037500000000000006
2,50,5,95.0,99.0,92.0,0.05
3,50,5,95.0,99.0,93.0,0.075
4,50,5,95.0,99.0,94.0,0.08750000000000001
5,50,5,95.0,99.0,95.0,0.1125
6,50,5,95.0,99.0,96.0,0.1375
7,50,5,95.0,99.0,97.0,0.1625
8,50,5,95.0,99.0,98.0,0.2125
9,50,5,95.0,99.0,99.0,0.275
10,50,5,95.0,99.0,99.5,0.325
11,50,5,95.0,99.0,99.99,0.5125
