,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,75,1,95.0,99.0,90.0,0.037500000000000006
1,75,1,95.0,99.0,91.0,0.037500000000000006
2,75,1,95.0,99.0,92.0,0.0625
3,75,1,95.0,99.0,93.0,0.0875
4,75,1,95.0,99.0,94.0,0.11274999999998273
5,75,1,95.0,99.0,95.0,0.1625
6,75,1,95.0,99.0,96.0,0.2
7,75,1,95.0,99.0,97.0,0.23750000000000002
8,75,1,95.0,99.0,98.0,0.2625
9,75,1,95.0,99.0,99.0,0.3125
10,75,1,95.0,99.0,99.5,0.35
11,75,1,95.0,99.0,99.99,0.6
