,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,50,1,95.0,99.0,90.0,0.037500000000000006
1,50,1,95.0,99.0,91.0,0.05
2,50,1,95.0,99.0,92.0,0.0625
3,50,1,95.0,99.0,93.0,0.07500000000000001
4,50,1,95.0,99.0,94.0,0.1125
5,50,1,95.0,99.0,95.0,0.1375
6,50,1,95.0,99.0,96.0,0.15
7,50,1,95.0,99.0,97.0,0.175
8,50,1,95.0,99.0,98.0,0.2125
9,50,1,95.0,99.0,99.0,0.2625
10,50,1,95.0,99.0,99.5,0.3
11,50,1,95.0,99.0,99.99,0.4875
