,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,50,10,95.0,99.0,90.0,0.037500000000000006
1,50,10,95.0,99.0,91.0,0.037500000000000006
2,50,10,95.0,99.0,92.0,0.05
3,50,10,95.0,99.0,93.0,0.08750000000000001
4,50,10,95.0,99.0,94.0,0.1
5,50,10,95.0,99.0,95.0,0.125
6,50,10,95.0,99.0,96.0,0.15
7,50,10,95.0,99.0,97.0,0.175
8,50,10,95.0,99.0,98.0,0.225
9,50,10,95.0,99.0,99.0,0.275
10,50,10,95.0,99.0,99.5,0.3125
11,50,10,95.0,99.0,99.99,0.47500000000000003
