,time_step,sampling_period,loss_factor,time_factor,signal_factor,th
0,25,1,95.0,99.0,90.0,0.037500000000000006
1,25,1,95.0,99.0,91.0,0.05
2,25,1,95.0,99.0,92.0,0.05
3,25,1,95.0,99.0,93.0,0.08750000000000001
4,25,1,95.0,99.0,94.0,0.1125
5,25,1,95.0,99.0,95.0,0.1375
6,25,1,95.0,99.0,96.0,0.15
7,25,1,95.0,99.0,97.0,0.1875
8,25,1,95.0,99.0,98.0,0.225
9,25,1,95.0,99.0,99.0,0.275
10,25,1,95.0,99.0,99.5,0.325
11,25,1,95.0,99.0,99.99,0.4689574999999877
